company_name,company_pic,company_address,company_phone,company_email,training_name,training_category,training_type,company_field,company_size,training_price,training_session,number_of_participants,trainer_name,communication_channel,purchasing_time_patterns,payment_total,payment_method,durations,training_dates,ratings,feedbacks,sales_pipeline,sales_person
Bank BTN ,Pardi Hutagalung,"Gang Sukabumi No. 781
Tual, SS 99930",+62 (85) 845 0796,vsihombing@example.net,Collection Negotiation Intermediate Skills,Sales & Marketing,Online Training,Keuangan,Kecil,1967301,5,55,"Jessica Rahayu, S.Sos",Facebook,Musiman,108201555,ATM,6,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L1,Ismail Mahendra
Campina Ice Cream,Dian Permata,"Gg. Pasirkoja No. 7
Padangpanjang, Aceh 49325",+62 (550) 538 8458,sucipalastri@example.com,Leaders as a Coach & Team Developer in Collection,Sales & Marketing,Online Training,Keuangan,Besar,2141284,15,184,Unjani Anggriawan,Facebook,Peristiwa Khusus,393996256,E-Wallet,19,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L4,Empluk Tarihoran
Bank BTN ,Drs. Sari Lailasari,"Jl. Wonoayu No. 13
Mojokerto, AC 72903",+62 (50) 987 1959,megantaratirtayasa@example.net,"Teknik Penagihan Melibatkan Aspek Hukum (Perdata, Pidana, Pailit, Litigasi, Kepolisian, Menghadapi Pengacara, Penyitaan & Penarikan)",Sales & Marketing,Online Training,Pendidikan,Kecil,1758621,4,50,R. Farhunnisa Setiawan,Telegram,Diskon,87931050,E-Wallet,16,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",2,Buruk,L1,Hari Hakim
Bank BTN ,R.A. Yani Manullang,"Gg. Sadang Serang No. 5
Bitung, Kalimantan Barat 08609",(024) 048 4126,raisa82@example.net,Developing Performance Based Curriculum Training Program in New Normal Era: Creating-Budgeting-Measuring & Evaluation,Sales & Marketing,Online Training,Jasa Profesional,Besar,2145633,18,151,Tgk. Ellis Sihotang,Linkedin,Musiman,323990583,ATM,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L3,"R.M. Hendri Sudiati, S.I.Kom"
Indospring ,"Cornelia Anggriawan, M.Farm","Jalan Cikutra Barat No. 98
Bukittinggi, Sulawesi Selatan 40155",+62 (18) 672-5727,rhutasoit@example.org,Etos Kerja & Profesionalisme,Sales & Marketing,Online Training,Telekomunikasi,Menengah,2311911,12,94,"Vanya Nainggolan, M.Pd",SMS,Hari Spesifik,217319634,ATM,15,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Bella Mahendra
Keb Hana,R. Maryanto Tarihoran,"Jl. PHH. Mustofa No. 91
Gorontalo, GO 18826",+62-0567-393-2123,oktavianiemong@example.com,"Extraordinary Digital Presentation, Public Speaking & Training Delivery Skills",Sales & Marketing,Online Training,Pariwisata dan Perhotelan,Kecil,2187183,4,50,Ajeng Maulana,SMS,Peristiwa Khusus,109359150,E-Wallet,17,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",9,Bagus,L2,"Violet Mustofa, S.Ked"
Syncrum Logistic,Nadine Nurdiyanti,"Gg. Sukajadi No. 7
Mataram, KI 20510",(056) 921-1395,fujiatihamzah@example.net,Hak dan Kewajiban Pegawai di Era New Normal: Adaptasi Kebijakan Baru pasca Covid 19,Sales & Marketing,Online Training,Properti dan Real Estat,Menengah,2076443,9,109,"Ir. Maman Usamah, S.Farm",Telegram,Peristiwa Khusus,226332287,M-Banking,3,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,"Jindra Sitorus, M.TI."
BI Babel,"Ir. Nadine Rahmawati, S.Pd","Jl. Ciumbuleuit No. 76
Tangerang, BB 67847",(0622) 334-2235,latuponolukman@example.org,Mental & Workload Analysis in New Normal Era,Sales & Marketing,Online Training,Pariwisata dan Perhotelan,Kecil,1954524,6,48,Ajiono Wibisono,WA,Bulan,93817152,M-Banking,11,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Darijan Salahudin
BI Purwokerto,Leo Nasyidah,"Gang Dr. Djunjunan No. 37
Sabang, Bengkulu 89847",(0930) 455 0151,jaryani@example.org,New Requirement for Professional Industrial Relation Officer in New Normal Era,Sales & Marketing,Online Training,Acara dan Hiburan,Kecil,1843287,5,51,"T. Marsudi Sitorus, S.Farm",WA,Musiman,94007637,M-Banking,27,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L1,Raina Oktaviani
Artha Prima Finance,Chelsea Saptono,"Jl. Jayawijaya No. 0
Banjar, JT 49880",+62 (0099) 646 9361,lembahhidayat@example.com,Persiapan Pra Pensiun,Sales & Marketing,Online Training,Energi dan Lingkungan,Menengah,2837882,10,92,Kamidin Lailasari,Telegram,Hari Spesifik,261085144,M-Banking,13,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Johan Simanjuntak
Asuransi Raksa Pratikara,Cecep Nainggolan,"Jalan Jayawijaya No. 08
Batam, SR 12053",(050) 318 8567,danggraini@example.com,Project Management & Assertive User Handling,Sales & Marketing,Online Training,Properti dan Real Estat,Kecil,2188967,5,58,"KH. Gantar Yuniar, S.H.",Email,Diskon,126960086,Tunai,26,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Gilda Pranowo
Pro Car International Finance,Adiarja Wibowo,"Gang Pelajar Pejuang No. 2
Tebingtinggi, KS 25813",+62 (066) 448-0635,ilsalailasari@example.com,Protokoler & Master of Ceremony era Digital & New Normal,Credit & Collection,Online Training,Kesehatan,Kecil,2555298,4,58,"dr. Hendra Halimah, S.H.",WA,Peristiwa Khusus,148207284,M-Banking,26,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Vino Marpaung
BPRS Dhinar Asri,Ganjaran Suartini,"Jalan Rumah Sakit No. 39
Tanjungpinang, Riau 41835",+62-079-076-9644,mhandayani@example.net,Strategic Partnership - How to Optimize Partnership Efforts for Your Strategic Goals in New Normal Era,Credit & Collection,Online Training,Transportasi dan Logistik,Menengah,2048537,9,110,Zelda Haryanti,SMS,Musiman,225339070,M-Banking,14,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,"Dr. Maryadi Habibi, S.H."
BTM Muhammadiyah,Bagiya Pratama,"Gg. S. Parman No. 37
Padang, BB 34134",+62 (046) 426 6316,cawuksimanjuntak@example.com,Understanding Millenials - Managing for High Performance and Engagement,Credit & Collection,Online Training,Keuangan,Besar,2107246,13,172,Zulaikha Habibi,Email,Peristiwa Khusus,362446312,ATM,21,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",1,Buruk,L1,"Uda Wibisono, M.Farm"
Palyja,Tgk. Zahra Novitasari,"Gang Kiaracondong No. 6
Banjar, KT 04432",+62 (0481) 605 0671,heryantomandala@example.net,Competency Based Human Resource Management,Credit & Collection,Online Training,Retail,Menengah,1726630,8,76,drg. Indah Natsir,Telegram,Peristiwa Khusus,131223880,E-Wallet,19,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",8,Bagus,L3,Dadi Irawan
BPRS Amanah Ummah,drg. Warsa Tarihoran,"Jalan Rawamangun No. 0
Samarinda, KS 11875",(0437) 190-5497,upiknashiruddin@example.com,"How To Conduct TNA, Creating Training Material & Measuring Training Effectivity",Credit & Collection,Online Training,Pariwisata dan Perhotelan,Besar,2164343,15,165,Malika Utama,SMS,Diskon,357116595,E-Wallet,21,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,Gangsa Saptono
BPD Papua,Ade Wibowo,"Jalan Asia Afrika No. 812
Blitar, Sulawesi Selatan 76203",+62 (059) 647-6377,ajimatpertiwi@example.com,"Business Acumen: Think, Sense & Act like CEO",Credit & Collection,Online Training,Keuangan,Kecil,2086686,5,44,Samiah Simanjuntak,Telegram,Bulan,91814184,ATM,28,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Talia Nurdiyanti
BPD Papua,Rika Rahimah,"Jl. S. Parman No. 41
Semarang, Sulawesi Selatan 41527",(0357) 912 1048,himawanhalimah@example.com,"How to Recruit, Interview, Select & Place the Right Employee",Credit & Collection,Online Training,Keuangan,Kecil,2161600,5,50,Yulia Manullang,Facebook,Musiman,108080000,M-Banking,4,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,Tirtayasa Prasasta
BPD SULUT GO,Hairyanto Aryani,"Gg. Kapten Muslihat No. 56
Tanjungpinang, Aceh 95363",+62-46-125-6383,prastutimelinda@example.com,Akuntansi dan Keuangan Perbankan bagi Executive Bank,Credit & Collection,Online Training,Transportasi dan Logistik,Kecil,1906867,6,45,"Tgk. Umi Palastri, S.Psi",Email,Bulan,85809015,E-Wallet,9,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,"KH. Karma Prabowo, M.M."
Hyundai Motors Indonesia,Pangestu Setiawan,"Gang Kapten Muslihat No. 77
Serang, Maluku 19066",+62 (0637) 638-4372,cornelia89@example.org,Optimalisasi Aset Tetap Perbankan menuju Revenue & Profit Center,Credit & Collection,Online Training,Pariwisata dan Perhotelan,Besar,2051513,15,117,Ifa Wastuti,SMS,Musiman,240027021,E-Wallet,29,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",2,Buruk,L2,Sutan Baktiono Lazuardi
Hino Motor Sales Indonesia,Hani Puspita,"Jl. PHH. Mustofa No. 834
Kota Administrasi Jakarta Barat, SR 31753",+62 (868) 893 7915,gatot74@example.org,Risk & Governance in Digital Era,Credit & Collection,Online Training,Keuangan,Kecil,2233510,5,61,"Cut Hasna Megantara, M.Ak",Email,Musiman,136244110,ATM,16,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",2,Buruk,L1,Dipa Nababan
Mitsubishi Chemica Indonesia,"drg. Fitria Rahimah, M.TI.","Gang Kiaracondong No. 98
Prabumulih, Nusa Tenggara Barat 38704",+62 (027) 585 9509,tantriwacana@example.com,Risk Analysis: to Reduce Losses and Increase Profits,Credit & Collection,Online Training,Retail,Besar,1822680,16,165,Rahmi Hidayat,Linkedin,Bulan,300742200,E-Wallet,18,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,Ghaliyati Namaga
Futaba,"Darijan Prabowo, S.E.","Gang Cihampelas No. 057
Pontianak, NB 44990",+62 (0590) 974 0014,jagapati57@example.com,System Application & Technology Knowledge & Skill for Transaction,Credit & Collection,Online Training,Keuangan,Kecil,2096966,5,47,"Drs. Zaenab Rajata, M.M.",Instagram,Peristiwa Khusus,98557402,Tunai,2,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Hari Puspita
